"microservicio","controlador","metodo","ruta","exposicion","autenticacion","roles_autorizacion","scope_institucional","sin_credencial","permiso_insuficiente","evidencia","observacion"
"reservas-solicitudes-service","NotificacionController","DELETE","/api/v1/notificaciones/dispositivos","JWT","Bearer JWT access","NOTIFICACION_DISPOSITIVO","IDENTIDAD_PROPIA","401","403","NotificacionController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","NotificacionController","POST","/api/v1/notificaciones/dispositivos","JWT","Bearer JWT access","NOTIFICACION_DISPOSITIVO","IDENTIDAD_PROPIA","401","403","NotificacionController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","PlanificacionAgregadaController","GET","/api/v1/planificaciones-agregadas","JWT","Bearer JWT access","authenticated + control en servicio","CARRERA_COORDINADOR / PISO_ADMIN_PISO / GLOBAL_ADMIN","401","403","PlanificacionAgregadaController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","PlanificacionAgregadaController","POST","/api/v1/planificaciones-agregadas","JWT","Bearer JWT access","authenticated + control en servicio","CARRERA_COORDINADOR / PISO_ADMIN_PISO / GLOBAL_ADMIN","401","403","PlanificacionAgregadaController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","PlanificacionAgregadaController","POST","/api/v1/planificaciones-agregadas/{id}/enviar","JWT","Bearer JWT access","authenticated + control en servicio","CARRERA_COORDINADOR / PISO_ADMIN_PISO / GLOBAL_ADMIN","401","403","PlanificacionAgregadaController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","PlanificacionAgregadaController","POST","/api/v1/planificaciones-agregadas/{id}/retirar","JWT","Bearer JWT access","authenticated + control en servicio","CARRERA_COORDINADOR / PISO_ADMIN_PISO / GLOBAL_ADMIN","401","403","PlanificacionAgregadaController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","PlanificacionAgregadaController","POST","/api/v1/planificaciones-agregadas/{id}/revisiones/mi-piso/aprobar","JWT","Bearer JWT access","authenticated + control en servicio","CARRERA_COORDINADOR / PISO_ADMIN_PISO / GLOBAL_ADMIN","401","403","PlanificacionAgregadaController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","PlanificacionAgregadaController","POST","/api/v1/planificaciones-agregadas/{id}/revisiones/mi-piso/proponer-cambio","JWT","Bearer JWT access","authenticated + control en servicio","CARRERA_COORDINADOR / PISO_ADMIN_PISO / GLOBAL_ADMIN","401","403","PlanificacionAgregadaController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","PlanificacionAgregadaController","POST","/api/v1/planificaciones-agregadas/{id}/revisiones/mi-piso/rechazar","JWT","Bearer JWT access","authenticated + control en servicio","CARRERA_COORDINADOR / PISO_ADMIN_PISO / GLOBAL_ADMIN","401","403","PlanificacionAgregadaController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","PlanificacionController","GET","/api/v1/planificaciones","JWT","Bearer JWT access","PLANIFICACION_GESTIONAR/SOLICITUD_APROBAR/SOLICITUD_RECHAZAR segun accion","CARRERA_COORDINADOR / PISO_ADMIN_PISO / GLOBAL_ADMIN","401","403","PlanificacionController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","PlanificacionController","POST","/api/v1/planificaciones","JWT","Bearer JWT access","PLANIFICACION_GESTIONAR/SOLICITUD_APROBAR/SOLICITUD_RECHAZAR segun accion","CARRERA_COORDINADOR / PISO_ADMIN_PISO / GLOBAL_ADMIN","401","403","PlanificacionController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","PlanificacionController","GET","/api/v1/planificaciones/{id}","JWT","Bearer JWT access","PLANIFICACION_GESTIONAR/SOLICITUD_APROBAR/SOLICITUD_RECHAZAR segun accion","CARRERA_COORDINADOR / PISO_ADMIN_PISO / GLOBAL_ADMIN","401","403","PlanificacionController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","PlanificacionController","PATCH","/api/v1/planificaciones/{id}","JWT","Bearer JWT access","PLANIFICACION_GESTIONAR/SOLICITUD_APROBAR/SOLICITUD_RECHAZAR segun accion","CARRERA_COORDINADOR / PISO_ADMIN_PISO / GLOBAL_ADMIN","401","403","PlanificacionController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","PlanificacionController","POST","/api/v1/planificaciones/{id}/aceptar","JWT","Bearer JWT access","PLANIFICACION_GESTIONAR/SOLICITUD_APROBAR/SOLICITUD_RECHAZAR segun accion","CARRERA_COORDINADOR / PISO_ADMIN_PISO / GLOBAL_ADMIN","401","403","PlanificacionController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","PlanificacionController","POST","/api/v1/planificaciones/{id}/aceptar-propuesta","JWT","Bearer JWT access","PLANIFICACION_GESTIONAR/SOLICITUD_APROBAR/SOLICITUD_RECHAZAR segun accion","CARRERA_COORDINADOR / PISO_ADMIN_PISO / GLOBAL_ADMIN","401","403","PlanificacionController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","PlanificacionController","POST","/api/v1/planificaciones/{id}/cancelar","JWT","Bearer JWT access","PLANIFICACION_GESTIONAR/SOLICITUD_APROBAR/SOLICITUD_RECHAZAR segun accion","CARRERA_COORDINADOR / PISO_ADMIN_PISO / GLOBAL_ADMIN","401","403","PlanificacionController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","PlanificacionController","POST","/api/v1/planificaciones/{id}/enviar","JWT","Bearer JWT access","PLANIFICACION_GESTIONAR/SOLICITUD_APROBAR/SOLICITUD_RECHAZAR segun accion","CARRERA_COORDINADOR / PISO_ADMIN_PISO / GLOBAL_ADMIN","401","403","PlanificacionController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","PlanificacionController","POST","/api/v1/planificaciones/{id}/proponer-alternativa","JWT","Bearer JWT access","PLANIFICACION_GESTIONAR/SOLICITUD_APROBAR/SOLICITUD_RECHAZAR segun accion","CARRERA_COORDINADOR / PISO_ADMIN_PISO / GLOBAL_ADMIN","401","403","PlanificacionController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","PlanificacionController","POST","/api/v1/planificaciones/{id}/rechazar","JWT","Bearer JWT access","PLANIFICACION_GESTIONAR/SOLICITUD_APROBAR/SOLICITUD_RECHAZAR segun accion","CARRERA_COORDINADOR / PISO_ADMIN_PISO / GLOBAL_ADMIN","401","403","PlanificacionController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","PlanificacionController","POST","/api/v1/planificaciones/{id}/reenviar","JWT","Bearer JWT access","PLANIFICACION_GESTIONAR/SOLICITUD_APROBAR/SOLICITUD_RECHAZAR segun accion","CARRERA_COORDINADOR / PISO_ADMIN_PISO / GLOBAL_ADMIN","401","403","PlanificacionController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","ReservaController","GET","/api/v1/reservas","JWT","Bearer JWT access","RESERVA_LEER/RESERVA_CANCELAR/AGENDA_GESTIONAR segun accion","IDENTIDAD_SOLICITANTE / PISO_ADMIN_PISO / GLOBAL_ADMIN","401","403","ReservaController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","ReservaController","GET","/api/v1/reservas/{id}","JWT","Bearer JWT access","RESERVA_LEER/RESERVA_CANCELAR/AGENDA_GESTIONAR segun accion","IDENTIDAD_SOLICITANTE / PISO_ADMIN_PISO / GLOBAL_ADMIN","401","403","ReservaController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","ReservaController","POST","/api/v1/reservas/{id}/cancelar","JWT","Bearer JWT access","RESERVA_LEER/RESERVA_CANCELAR/AGENDA_GESTIONAR segun accion","IDENTIDAD_SOLICITANTE / PISO_ADMIN_PISO / GLOBAL_ADMIN","401","403","ReservaController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","ReservaController","POST","/api/v1/reservas/{id}/finalizar","JWT","Bearer JWT access","RESERVA_LEER/RESERVA_CANCELAR/AGENDA_GESTIONAR segun accion","IDENTIDAD_SOLICITANTE / PISO_ADMIN_PISO / GLOBAL_ADMIN","401","403","ReservaController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","ReservaController","POST","/api/v1/reservas/{id}/iniciar","JWT","Bearer JWT access","RESERVA_LEER/RESERVA_CANCELAR/AGENDA_GESTIONAR segun accion","IDENTIDAD_SOLICITANTE / PISO_ADMIN_PISO / GLOBAL_ADMIN","401","403","ReservaController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","ReservaController","POST","/api/v1/reservas/{id}/no-asistida","JWT","Bearer JWT access","RESERVA_LEER/RESERVA_CANCELAR/AGENDA_GESTIONAR segun accion","IDENTIDAD_SOLICITANTE / PISO_ADMIN_PISO / GLOBAL_ADMIN","401","403","ReservaController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","ReservaController","GET","/api/v1/reservas/calendario","JWT","Bearer JWT access","RESERVA_LEER/RESERVA_CANCELAR/AGENDA_GESTIONAR segun accion","IDENTIDAD_SOLICITANTE / PISO_ADMIN_PISO / GLOBAL_ADMIN","401","403","ReservaController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","ReservaController","GET","/api/v1/reservas/laboratorio/{laboratorioId}","JWT","Bearer JWT access","RESERVA_LEER/RESERVA_CANCELAR/AGENDA_GESTIONAR segun accion","IDENTIDAD_SOLICITANTE / PISO_ADMIN_PISO / GLOBAL_ADMIN","401","403","ReservaController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","ReservaController","GET","/api/v1/reservas/responsable/{responsableId}","JWT","Bearer JWT access","RESERVA_LEER/RESERVA_CANCELAR/AGENDA_GESTIONAR segun accion","IDENTIDAD_SOLICITANTE / PISO_ADMIN_PISO / GLOBAL_ADMIN","401","403","ReservaController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","SolicitudReservaController","GET","/api/v1/solicitudes","JWT","Bearer JWT access","SOLICITUD_LEER/CREAR/APROBAR/RECHAZAR/CANCELAR segun accion","IDENTIDAD_SOLICITANTE / PISO_ADMIN_PISO / GLOBAL_ADMIN","401","403","SolicitudReservaController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","SolicitudReservaController","POST","/api/v1/solicitudes","JWT","Bearer JWT access","SOLICITUD_LEER/CREAR/APROBAR/RECHAZAR/CANCELAR segun accion","IDENTIDAD_SOLICITANTE / PISO_ADMIN_PISO / GLOBAL_ADMIN","401","403","SolicitudReservaController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","SolicitudReservaController","GET","/api/v1/solicitudes/{id}","JWT","Bearer JWT access","SOLICITUD_LEER/CREAR/APROBAR/RECHAZAR/CANCELAR segun accion","IDENTIDAD_SOLICITANTE / PISO_ADMIN_PISO / GLOBAL_ADMIN","401","403","SolicitudReservaController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","SolicitudReservaController","PUT","/api/v1/solicitudes/{id}","JWT","Bearer JWT access","SOLICITUD_LEER/CREAR/APROBAR/RECHAZAR/CANCELAR segun accion","IDENTIDAD_SOLICITANTE / PISO_ADMIN_PISO / GLOBAL_ADMIN","401","403","SolicitudReservaController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","SolicitudReservaController","POST","/api/v1/solicitudes/{id}/aprobar","JWT","Bearer JWT access","SOLICITUD_LEER/CREAR/APROBAR/RECHAZAR/CANCELAR segun accion","IDENTIDAD_SOLICITANTE / PISO_ADMIN_PISO / GLOBAL_ADMIN","401","403","SolicitudReservaController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","SolicitudReservaController","POST","/api/v1/solicitudes/{id}/cancelar","JWT","Bearer JWT access","SOLICITUD_LEER/CREAR/APROBAR/RECHAZAR/CANCELAR segun accion","IDENTIDAD_SOLICITANTE / PISO_ADMIN_PISO / GLOBAL_ADMIN","401","403","SolicitudReservaController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","SolicitudReservaController","GET","/api/v1/solicitudes/{id}/historial","JWT","Bearer JWT access","SOLICITUD_LEER/CREAR/APROBAR/RECHAZAR/CANCELAR segun accion","IDENTIDAD_SOLICITANTE / PISO_ADMIN_PISO / GLOBAL_ADMIN","401","403","SolicitudReservaController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","SolicitudReservaController","POST","/api/v1/solicitudes/{id}/propuesta","JWT","Bearer JWT access","SOLICITUD_LEER/CREAR/APROBAR/RECHAZAR/CANCELAR segun accion","IDENTIDAD_SOLICITANTE / PISO_ADMIN_PISO / GLOBAL_ADMIN","401","403","SolicitudReservaController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","SolicitudReservaController","POST","/api/v1/solicitudes/{id}/propuesta/aceptar","JWT","Bearer JWT access","SOLICITUD_LEER/CREAR/APROBAR/RECHAZAR/CANCELAR segun accion","IDENTIDAD_SOLICITANTE / PISO_ADMIN_PISO / GLOBAL_ADMIN","401","403","SolicitudReservaController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","SolicitudReservaController","POST","/api/v1/solicitudes/{id}/propuesta/rechazar","JWT","Bearer JWT access","SOLICITUD_LEER/CREAR/APROBAR/RECHAZAR/CANCELAR segun accion","IDENTIDAD_SOLICITANTE / PISO_ADMIN_PISO / GLOBAL_ADMIN","401","403","SolicitudReservaController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","SolicitudReservaController","POST","/api/v1/solicitudes/{id}/rechazar","JWT","Bearer JWT access","SOLICITUD_LEER/CREAR/APROBAR/RECHAZAR/CANCELAR segun accion","IDENTIDAD_SOLICITANTE / PISO_ADMIN_PISO / GLOBAL_ADMIN","401","403","SolicitudReservaController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","SolicitudReservaController","POST","/api/v1/solicitudes/{id}/revision","JWT","Bearer JWT access","SOLICITUD_LEER/CREAR/APROBAR/RECHAZAR/CANCELAR segun accion","IDENTIDAD_SOLICITANTE / PISO_ADMIN_PISO / GLOBAL_ADMIN","401","403","SolicitudReservaController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","SolicitudReservaController","GET","/api/v1/solicitudes/estado/{estado}","JWT","Bearer JWT access","SOLICITUD_LEER/CREAR/APROBAR/RECHAZAR/CANCELAR segun accion","IDENTIDAD_SOLICITANTE / PISO_ADMIN_PISO / GLOBAL_ADMIN","401","403","SolicitudReservaController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","SolicitudReservaController","GET","/api/v1/solicitudes/solicitante/{solicitanteId}","JWT","Bearer JWT access","SOLICITUD_LEER/CREAR/APROBAR/RECHAZAR/CANCELAR segun accion","IDENTIDAD_SOLICITANTE / PISO_ADMIN_PISO / GLOBAL_ADMIN","401","403","SolicitudReservaController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"usuarios-service","AdministradorController","GET","/api/v1/administradores","JWT","Bearer JWT access","USUARIO_LEER","NINGUNO_EXPLICITO","401","403","AdministradorController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"usuarios-service","AdministradorController","POST","/api/v1/administradores","JWT","Bearer JWT access","USUARIO_CREAR/USUARIO_EDITAR","NINGUNO_EXPLICITO","401","403","AdministradorController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"usuarios-service","AdministradorController","GET","/api/v1/administradores/{id}","JWT","Bearer JWT access","USUARIO_LEER","NINGUNO_EXPLICITO","401","403","AdministradorController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"usuarios-service","AdministradorController","PUT","/api/v1/administradores/{id}","JWT","Bearer JWT access","USUARIO_EDITAR","NINGUNO_EXPLICITO","401","403","AdministradorController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"usuarios-service","AsociacionRolController","GET","/api/v1/perfiles/{perfilId}/asociacion-rol","JWT","Bearer JWT access","USUARIO_LEER","NINGUNO_EXPLICITO","401","403","AsociacionRolController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"usuarios-service","AsociacionRolController","PUT","/api/v1/perfiles/{perfilId}/asociacion-rol","JWT","Bearer JWT access","USUARIO_EDITAR","NINGUNO_EXPLICITO","401","403","AsociacionRolController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"usuarios-service","ContextoAcademicoEstudianteController","POST","/api/v1/estudiantes/{estudianteId}/contextos","JWT","Bearer JWT access","USUARIO_CREAR/USUARIO_EDITAR","NINGUNO_EXPLICITO","401","403","ContextoAcademicoEstudianteController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"usuarios-service","ContextoAcademicoEstudianteController","GET","/api/v1/estudiantes/mi-contexto","JWT","Bearer JWT access","ROLE_ESTUDIANTE","IDENTIDAD_Y_CONTEXTO_PROPIOS","401","403","ContextoAcademicoEstudianteController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"usuarios-service","ContextoAcademicoEstudianteController","GET","/api/v1/estudiantes/mis-contextos","JWT","Bearer JWT access","ROLE_ESTUDIANTE","IDENTIDAD_Y_CONTEXTO_PROPIOS","401","403","ContextoAcademicoEstudianteController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"usuarios-service","ContextoAcademicoEstudianteController","GET","/api/v1/estudiantes/perfil/{perfilId}/contextos","JWT","Bearer JWT access","USUARIO_LEER","NINGUNO_EXPLICITO","401","403","ContextoAcademicoEstudianteController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"usuarios-service","ContextoAcademicoEstudianteController","POST","/api/v1/estudiantes/perfil/{perfilId}/contextos","JWT","Bearer JWT access","USUARIO_CREAR/USUARIO_EDITAR","NINGUNO_EXPLICITO","401","403","ContextoAcademicoEstudianteController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"usuarios-service","DocenteController","GET","/api/v1/docentes","JWT","Bearer JWT access","USUARIO_LEER","NINGUNO_EXPLICITO","401","403","DocenteController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"usuarios-service","DocenteController","POST","/api/v1/docentes","JWT","Bearer JWT access","USUARIO_CREAR/USUARIO_EDITAR","NINGUNO_EXPLICITO","401","403","DocenteController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"usuarios-service","DocenteController","GET","/api/v1/docentes/{id}","JWT","Bearer JWT access","USUARIO_LEER","NINGUNO_EXPLICITO","401","403","DocenteController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"usuarios-service","DocenteController","PUT","/api/v1/docentes/{id}","JWT","Bearer JWT access","USUARIO_EDITAR","NINGUNO_EXPLICITO","401","403","DocenteController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"usuarios-service","DocenteController","GET","/api/v1/docentes/{id}/resumen","JWT","Bearer JWT access","authenticated + control en servicio","NINGUNO_EXPLICITO","401","403","DocenteController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"usuarios-service","DocenteController","GET","/api/v1/docentes/perfil/{perfilId}","JWT","Bearer JWT access","authenticated + control en servicio","NINGUNO_EXPLICITO","401","403","DocenteController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"usuarios-service","DocentePlanificacionController","GET","/api/v1/docentes/planificacion","JWT","Bearer JWT access","USUARIO_LEER | PLANIFICACION_GESTIONAR","CARRERA_DEL_COORDINADOR","401","403","DocentePlanificacionController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"usuarios-service","EstudianteController","GET","/api/v1/estudiantes","JWT","Bearer JWT access","USUARIO_LEER","NINGUNO_EXPLICITO","401","403","EstudianteController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"usuarios-service","EstudianteController","POST","/api/v1/estudiantes","JWT","Bearer JWT access","USUARIO_CREAR/USUARIO_EDITAR","NINGUNO_EXPLICITO","401","403","EstudianteController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"usuarios-service","EstudianteController","GET","/api/v1/estudiantes/{id}","JWT","Bearer JWT access","USUARIO_LEER","NINGUNO_EXPLICITO","401","403","EstudianteController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"usuarios-service","EstudianteController","PUT","/api/v1/estudiantes/{id}","JWT","Bearer JWT access","USUARIO_EDITAR","NINGUNO_EXPLICITO","401","403","EstudianteController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"usuarios-service","InternalAdministradorController","GET","/api/v1/internal/administradores/por-piso","INTERNAL_API_KEY","X-Internal-Api-Key","X-Internal-Api-Key","NINGUNO_EXPLICITO","403","403","InternalAdministradorController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"usuarios-service","InternalDocenteController","GET","/api/v1/internal/docentes/{docenteId}","INTERNAL_API_KEY","X-Internal-Api-Key","X-Internal-Api-Key","NINGUNO_EXPLICITO","403","403","InternalDocenteController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"usuarios-service","InternalDocenteController","GET","/api/v1/internal/docentes/{docenteId}/carreras/{carreraId}/exists","INTERNAL_API_KEY","X-Internal-Api-Key","X-Internal-Api-Key","NINGUNO_EXPLICITO","403","403","InternalDocenteController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"usuarios-service","InternalDocenteController","GET","/api/v1/internal/docentes/perfil/{perfilId}","INTERNAL_API_KEY","X-Internal-Api-Key","X-Internal-Api-Key","NINGUNO_EXPLICITO","403","403","InternalDocenteController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"usuarios-service","InternalEstudianteController","GET","/api/v1/internal/estudiantes/perfil/{perfilId}","INTERNAL_API_KEY","X-Internal-Api-Key","X-Internal-Api-Key","NINGUNO_EXPLICITO","403","403","InternalEstudianteController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"usuarios-service","InternalEstudianteController","GET","/api/v1/internal/estudiantes/perfil/{perfilId}/periodo/{periodoId}","INTERNAL_API_KEY","X-Internal-Api-Key","X-Internal-Api-Key","NINGUNO_EXPLICITO","403","403","InternalEstudianteController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"usuarios-service","InternalPerfilController","GET","/api/v1/internal/perfiles/{perfilId}","INTERNAL_API_KEY","X-Internal-Api-Key","X-Internal-Api-Key","NINGUNO_EXPLICITO","403","403","InternalPerfilController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"usuarios-service","InternalPerfilController","GET","/api/v1/internal/perfiles/{perfilId}/contexto-institucional","INTERNAL_API_KEY","X-Internal-Api-Key","X-Internal-Api-Key","NINGUNO_EXPLICITO","403","403","InternalPerfilController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"usuarios-service","InternalPerfilController","GET","/api/v1/internal/perfiles/{perfilId}/exists","INTERNAL_API_KEY","X-Internal-Api-Key","X-Internal-Api-Key","NINGUNO_EXPLICITO","403","403","InternalPerfilController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"usuarios-service","PerfilController","GET","/api/v1/perfiles","JWT","Bearer JWT access","USUARIO_LEER","NINGUNO_EXPLICITO","401","403","PerfilController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"usuarios-service","PerfilController","POST","/api/v1/perfiles","JWT","Bearer JWT access","USUARIO_CREAR/USUARIO_EDITAR","NINGUNO_EXPLICITO","401","403","PerfilController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"usuarios-service","PerfilController","DELETE","/api/v1/perfiles/{id}","JWT","Bearer JWT access","USUARIO_DESACTIVAR","NINGUNO_EXPLICITO","401","403","PerfilController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"usuarios-service","PerfilController","GET","/api/v1/perfiles/{id}","JWT","Bearer JWT access","USUARIO_LEER","NINGUNO_EXPLICITO","401","403","PerfilController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"usuarios-service","PerfilController","PUT","/api/v1/perfiles/{id}","JWT","Bearer JWT access","USUARIO_EDITAR","NINGUNO_EXPLICITO","401","403","PerfilController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"usuarios-service","PerfilController","PATCH","/api/v1/perfiles/{id}/estado","JWT","Bearer JWT access","USUARIO_DESACTIVAR","NINGUNO_EXPLICITO","401","403","PerfilController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"usuarios-service","PerfilController","GET","/api/v1/perfiles/me","JWT","Bearer JWT access","authenticated + control en servicio","IDENTIDAD_PROPIA","401","403","PerfilController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"usuarios-service","PerfilController","PATCH","/api/v1/perfiles/me","JWT","Bearer JWT access","authenticated + control en servicio","IDENTIDAD_PROPIA","401","403","PerfilController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"usuarios-service","UsuarioInstitucionalAdminController","POST","/api/v1/perfiles/administracion-usuarios","JWT","Bearer JWT access","USUARIO_CREAR/USUARIO_EDITAR","NINGUNO_EXPLICITO","401","403","UsuarioInstitucionalAdminController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"usuarios-service","UsuarioInstitucionalAdminController","PUT","/api/v1/perfiles/administracion-usuarios/{perfilId}","JWT","Bearer JWT access","USUARIO_EDITAR","NINGUNO_EXPLICITO","401","403","UsuarioInstitucionalAdminController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"auth-service","Actuator","GET","/actuator/health","ACTUATOR","Ninguna (exposicion operativa)","permitAll","NINGUNO_EXPLICITO","NO_APLICA","NO_APLICA","SecurityConfig; application.yml","Operacion operativa separada del negocio"
"auth-service","Actuator","GET","/actuator/info","ACTUATOR","Ninguna (exposicion operativa)","permitAll","NINGUNO_EXPLICITO","NO_APLICA","NO_APLICA","SecurityConfig; application.yml","Operacion operativa separada del negocio"
